ci95_high,ci95_low,mean_diff,metric,n,n_seeds,policy_a,policy_b,std_diff,t_pvalue,t_stat,ties,wilcoxon_pvalue,wilcoxon_stat,wins_a_over_b
0.14407929923403473,-0.0907459659007013,0.02666666666666672,violation_pct,15,15,reactive,predictive,0.21201976547572368,0.6337101842257216,0.4871223004474561,8,0.6088737822635693,11.0,2
0.004602763880380381,-0.0003519120004058661,0.0021254259399872575,avg_latency,15,15,reactive,predictive,0.004473493163735104,0.08704605202524662,1.8401144179451197,0,0.083251953125,29.0,3
-0.0011433870889981073,-0.004141440604243726,-0.0026424138466209167,avg_energy,15,15,reactive,predictive,0.002706891879037501,0.0020264916111118712,-3.7807290719678237,0,0.00201416015625,9.0,13
0.1486247300624959,-0.14874105374363797,-5.8161840571043415e-05,burst_violation_pct,15,15,reactive,predictive,0.26848654341732114,0.9993424140119863,-0.0008389986218649705,10,0.892738400944348,7.0,2
0.005032551083686269,-0.0011862065386999345,0.0019231722724931677,burst_avg_latency,15,15,reactive,predictive,0.005614811216723952,0.20588578885824202,1.3265653814091727,0,0.1688232421875,35.0,4
0.2723449729024317,-0.05151618337135207,0.11041439476553981,calm_violation_pct,15,15,reactive,predictive,0.2924087676871836,0.165702532468554,1.4624496915427152,13,0.17971249487899976,0.0,0
0.004661224076799214,0.001164608579899398,0.002912916328349306,calm_avg_latency,15,15,reactive,predictive,0.003157035071103246,0.003054981245840767,3.573503674968699,0,0.00537109375,13.0,3
0.11908014305143613,-0.012413476384769438,0.05333333333333335,violation_pct,15,15,naive_persistence,predictive,0.11872336794093281,0.1038141075269497,1.7398353448033597,9,0.14861399645521178,4.0,1
0.004206064263677907,0.0014497125976540924,0.0028278884306659996,avg_latency,15,15,naive_persistence,predictive,0.002488663361941385,0.0006037645477322228,4.400902494244218,0,0.0001220703125,1.0,1
0.0007093240206371967,-0.0023105437850816915,-0.0008006098822222474,avg_energy,15,15,naive_persistence,predictive,0.0027265876334424126,0.27453365734742563,-1.137226877516877,0,0.207763671875,37.0,10
0.13592384224209467,-0.028945762972729404,0.053489039634682635,burst_violation_pct,15,15,naive_persistence,predictive,0.14885798174938977,0.18573777732295024,1.3916765313836021,10,0.1380107375686596,2.0,1
0.005243369328614334,0.0012158948077386263,0.00322963206817648,burst_avg_latency,15,15,naive_persistence,predictive,0.003636338717154537,0.003984578028715051,3.4398091562308517,0,0.00115966796875,7.0,2
0.1871896838046312,-0.06814206475701212,0.05952380952380953,calm_violation_pct,15,15,naive_persistence,predictive,0.23053472298853672,0.33428194339465755,1.0000000000000002,14,0.31731050786291415,0.0,0
0.0031838827565138653,0.0003459226699588111,0.001764902713236338,calm_avg_latency,15,15,naive_persistence,predictive,0.0025623462263978563,0.018384224229342824,2.667648401929615,0,0.01806640625,19.0,4
0.13127604191550504,-0.02460937524883835,0.05333333333333335,violation_pct,15,15,arima,predictive,0.14074631010979946,0.1643178984696001,1.4675987714106846,10,0.216367480257598,3.0,1
0.00437287887766904,0.0015438910251181525,0.0029583849513935964,avg_latency,15,15,arima,predictive,0.002554245347864769,0.0005129731369253158,4.48577724062264,0,0.00018310546875,2.0,1
0.001030101795360706,-0.0021204780981118566,-0.0005451881513755752,avg_energy,15,15,arima,predictive,0.002844605369627976,0.4701868186384446,-0.7422838518734001,0,0.389404296875,44.0,10
0.15231678570953489,-0.045616449500064896,0.053350168104735,burst_violation_pct,15,15,arima,predictive,0.1787105747965912,0.26695106170532773,1.1561952213638451,11,0.14412703481601533,1.0,1
0.005450017331013147,0.0015012012566312707,0.003475609293822209,burst_avg_latency,15,15,arima,predictive,0.003565319334428671,0.0020474078898080846,3.775531908996367,0,0.0006103515625,5.0,2
0.1871896838046312,-0.06814206475701212,0.05952380952380953,calm_violation_pct,15,15,arima,predictive,0.23053472298853672,0.33428194339465755,1.0000000000000002,14,0.31731050786291415,0.0,0
0.0028945052843918043,0.00013480162046371766,0.001514653452427761,calm_avg_latency,15,15,arima,predictive,0.002491689824230829,0.03368506288997385,2.354316953691922,0,0.041259765625,24.0,4
7.579678306815656,6.500321693184346,7.040000000000001,violation_pct,15,15,threshold,predictive,0.974532855123051,1.0914225718727969e-13,27.978330965411583,0,0.0006500242387180627,0.0,0
0.04643160351456764,0.025181700521154954,0.0358066520178613,avg_latency,15,15,threshold,predictive,0.019186178482371426,4.370162467083341e-06,7.228045286665145,0,0.0001220703125,1.0,1
0.16533247493327324,0.14882213907747732,0.15707730700537528,avg_energy,15,15,threshold,predictive,0.014906903369459767,5.879802449163388e-16,40.81047411532092,0,6.103515625e-05,0.0,0
8.978187943232633,7.897202816496584,8.437695379864609,burst_violation_pct,15,15,threshold,predictive,0.9760032120982373,9.1452567239562e-15,33.48252678014512,0,6.103515625e-05,0.0,0
0.043944036153808874,0.01867670482627426,0.03131037049004157,burst_avg_latency,15,15,threshold,predictive,0.02281344666719529,0.00010906208692534665,5.31548543455681,0,0.00030517578125,3.0,1
3.647527201337608,1.5378136397048898,2.592670420521249,calm_violation_pct,15,15,threshold,predictive,1.9048247397982243,0.00011812198549438338,5.271545014659484,2,0.0014737808438751421,0.0,0
0.062050420078435406,0.037948930030910724,0.049999675054673065,calm_avg_latency,15,15,threshold,predictive,0.021760828267604445,3.882154269925571e-07,8.898921788322584,0,6.103515625e-05,0.0,0
