policy,seed,traffic_model,tasks,edge_pct,cloud_pct,avg_latency,p95_latency,avg_energy,violation_pct,avg_edge_backlog,avg_cloud_backlog,edge_pred_mae,edge_naive_mae,cloud_pred_mae,cloud_naive_mae,arima_pred_mae,arima_naive_mae,burst_tasks,burst_violation_pct,burst_avg_latency,calm_tasks,calm_violation_pct,calm_avg_latency
naive_persistence,314,ramped,500,66.4,33.6,0.5838857251145353,1.7819084999999983,0.3973511995058591,6.0,0.5351727373633879,0.016769869535519125,0.39413209126831034,0.2774292008196721,0.04043750903586363,0.027293735883424406,0.0,0.0,378,7.936507936507937,0.6750135430873758,122,0.0,0.30153887926425876
arima,314,ramped,500,66.4,33.6,0.5836862100512813,1.8159439791666647,0.3976012909802773,5.8,0.5329387474385245,0.01680740232240437,0.3948570223921814,0.278582131147541,0.040304513548281094,0.027223617486338798,0.2796749792835245,0.278582131147541,378,7.671957671957672,0.675349956055139,122,0.0,0.29967886587539394
predictive,314,ramped,500,66.2,33.8,0.5820342751289327,1.7781196041666665,0.39841142943339564,5.8,0.5308104021516393,0.01700246038251366,0.39260714482555564,0.27611896345628417,0.04079704773926926,0.027808341074681234,0.0,0.0,378,7.671957671957672,0.6721559554615846,122,0.0,0.3028048065572733
edge_only,500,ramped,500,100.0,0.0,1.0647542875,2.7791509374999976,0.25799094300000003,32.8,0.8694152626262625,0.0,0.3615859967302952,0.28523390740740745,0.029056052283098068,0.0,0.0,0.0,366,36.0655737704918,1.1937838615664844,134,23.880597014925375,0.7123302269900497
cloud_only,500,ramped,500,0.0,100.0,0.7847073289726402,2.201838528579336,0.8518775803724208,14.8,0.0,0.06735223479236813,0.12141278989723121,0.0,0.09203276173668391,0.09178467474747475,0.0,0.0,366,19.94535519125683,0.9360798479542244,134,0.746268656716418,0.37125701593338745
threshold,500,ramped,500,83.6,16.4,0.5233012824703404,2.168549660778664,0.48324333275932646,11.2,0.1930135016835017,0.030170540067340067,0.2315734686260822,0.18463021043771044,0.098580524126892,0.05317282648709316,0.0,0.0,366,14.480874316939891,0.6023216618735802,134,2.2388059701492535,0.30746949992119255
reactive,500,ramped,500,72.4,27.6,0.5002071786111396,1.4845999583333322,0.32160447908496453,4.4,0.5019290193602693,0.008258575533108867,0.38389698245211495,0.28139117845117845,0.023326238629551608,0.01433471694725028,0.0,0.0,366,6.0109289617486334,0.5860205595745382,134,0.0,0.2658213768752897
naive_persistence,500,ramped,500,71.2,28.8,0.49605206667661517,1.4603603958333324,0.3237692266203766,4.4,0.49372885101010106,0.008617291358024692,0.3883126743748202,0.2831674343434344,0.023926780691430064,0.015027446913580246,0.0,0.0,366,6.0109289617486334,0.5800253021144347,134,0.0,0.2666923340628691
arima,500,ramped,500,71.2,28.8,0.4969823150215385,1.4603603958333324,0.32355064237965575,4.4,0.4931753341750842,0.008822828058361392,0.3882725265006699,0.28248175084175087,0.024445330962136618,0.015429890011223345,0.2806586442231713,0.28248175084175087,366,6.0109289617486334,0.5807758964027255,134,0.0,0.26811327930874423
predictive,500,ramped,500,70.8,29.2,0.4947823323383312,1.4603603958333324,0.32415210950257595,4.2,0.4900472786195286,0.009348943209876543,0.3875245714632655,0.28180737878787876,0.025730864700729206,0.016037101683501684,0.0,0.0,366,5.737704918032787,0.5786778951124001,134,0.0,0.26563475043303847
