policy,seed,traffic_model,tasks,edge_pct,cloud_pct,avg_latency,p95_latency,avg_energy,violation_pct,avg_edge_backlog,avg_cloud_backlog,edge_pred_mae,edge_naive_mae,cloud_pred_mae,cloud_naive_mae,arima_pred_mae,arima_naive_mae,burst_tasks,burst_violation_pct,burst_avg_latency,calm_tasks,calm_violation_pct,calm_avg_latency
naive_persistence,841,step,500,69.6,30.4,0.5372060645019685,1.626340803479821,0.35493038042575004,6.2,0.5168025877192982,0.012271087251461987,0.3992337565540477,0.2820936175438596,0.03345565860346272,0.02024232,0.0,0.0,316,9.177215189873417,0.647500663117572,184,1.0869565217391304,0.34778707992299696
arima,841,step,500,69.6,30.4,0.5373066999962984,1.626340803479821,0.35466399909232643,6.2,0.5168504447368422,0.012268869473684208,0.39937943746489246,0.28215606491228074,0.033636212299576765,0.020221231812865496,0.2824513848895894,0.28215606491228074,316,9.177215189873417,0.647500663117572,184,1.0869565217391304,0.34806054594019803
predictive,841,step,500,69.2,30.8,0.5368256278130098,1.626340803479821,0.35530629770901345,6.2,0.5139381289473683,0.012645828538011696,0.3984508055046479,0.28091005789473683,0.03591195893698461,0.02097136046783626,0.0,0.0,316,9.177215189873417,0.647500663117572,184,1.0869565217391304,0.34675328457256566
edge_only,955,step,500,100.0,0.0,1.475631993333333,3.5119702291666646,0.27619193525,43.4,1.2395748418293562,0.0,0.39428212925334866,0.31907254338394797,0.030739372560206465,0.0,0.0,0.0,356,45.50561797752809,1.5468801463014976,144,38.19444444444444,1.2994907262731479
cloud_only,955,step,500,0.0,100.0,0.9515511779982635,2.644685403895463,1.0503969078870368,21.6,0.0,0.0794569240780911,0.12844666391229131,0.0,0.09688426644260216,0.0923729824053989,0.0,0.0,356,28.93258426966292,1.1236448993322046,144,3.4722222222222223,0.526097255811576
threshold,955,step,500,80.4,19.6,0.6581507251881724,2.6193418321217017,0.605523915629263,15.0,0.2231200018076645,0.04080156158110387,0.251525331193193,0.18298398951554593,0.10368791067740511,0.060167083152566886,0.0,0.0,356,20.786516853932586,0.7744932187416287,144,0.6944444444444444,0.3705262272365715
reactive,955,step,500,67.4,32.6,0.6268533587858788,1.8035122083333321,0.4078536670350398,8.6,0.655258789768619,0.013885179079296216,0.4142184872542298,0.29139098608098335,0.03368048022359627,0.023214982887442757,0.0,0.0,356,11.51685393258427,0.7201680378135489,144,1.3888888888888888,0.39615873563413845
naive_persistence,955,step,500,66.8,33.2,0.6280837609425991,1.8146588749999994,0.40659027837264267,9.0,0.6587202910339841,0.013966354543263436,0.4183267049419773,0.2936268429139552,0.033503173802444795,0.023194919739696316,0.0,0.0,356,12.07865168539326,0.7211091653503063,144,1.3888888888888888,0.39810428893465644
arima,955,step,500,66.4,33.6,0.6271035708237322,1.8146588749999994,0.40763630960052377,9.0,0.6585434336587129,0.013989428778018799,0.4189518138680119,0.2936268429139552,0.03332170102001099,0.023216980477223426,0.29344892132807915,0.2936268429139552,356,12.07865168539326,0.7198070259559315,144,1.3888888888888888,0.3979200289691289
predictive,955,step,500,66.0,34.0,0.6164648165146275,1.787211645833333,0.4135995420397501,8.6,0.6379723571945047,0.014528144372137864,0.4189841131798093,0.29374704175704985,0.03479148937248188,0.0245657647625934,0.0,0.0,356,11.51685393258427,0.7074584397166713,144,1.3888888888888888,0.391508359154019
edge_only,1001,step,500,100.0,0.0,1.1332953866666666,3.536602833333332,0.27253649150000003,33.4,0.9655888092885374,0.0,0.4141874337225922,0.32970305747694334,0.027845463970420287,0.0,0.0,0.0,313,35.14376996805112,1.170051616080937,187,30.481283422459892,1.0717729278074866
cloud_only,1001,step,500,0.0,100.0,0.8842651820353812,2.5297803328955433,0.9614016617746414,20.0,0.0,0.07257348375054896,0.11635426016211331,0.0,0.10521008294585217,0.0996518741765481,0.0,0.0,313,28.43450479233227,1.0719238833013751,187,5.882352941176471,0.5701626499698402
threshold,1001,step,500,80.6,19.4,0.6078459708600733,2.49729094363859,0.5599617895508814,13.8,0.16556210721343875,0.0407220138339921,0.21519337382756992,0.16233172183794464,0.11134705460756561,0.06472112955643392,0.0,0.0,313,18.210862619808307,0.6980761860865923,187,6.4171122994652405,0.45681892612263797
reactive,1001,step,500,68.8,31.2,0.5767698703457225,1.881747755167325,0.37137646620046666,7.4,0.5508904907773385,0.011641694773825208,0.4088136155784116,0.28995167572463765,0.032481050699540145,0.01901887922705314,0.0,0.0,313,10.223642172523961,0.6763986401766847,187,2.6737967914438503,0.4100115550671601
naive_persistence,1001,step,500,68.2,31.8,0.5745125038366562,1.9072058333333322,0.3730045818974446,7.4,0.5429744927536232,0.011957872200263505,0.40947251774769877,0.2893457847496706,0.033080390388104584,0.01965123407992973,0.0,0.0,313,10.223642172523961,0.673929558964455,187,2.6737967914438503,0.40810855594895
arima,1001,step,500,68.2,31.8,0.5745125038366562,1.9072058333333322,0.3730045818974446,7.4,0.5429744927536232,0.011957872200263505,0.40947251774769877,0.2893457847496706,0.033080390388104584,0.01965123407992973,0.2896317042601873,0.2893457847496706,313,10.223642172523961,0.673929558964455,187,2.6737967914438503,0.40810855594895
