policy,seed,tasks,edge_pct,cloud_pct,avg_latency,p95_latency,avg_energy,violation_pct,avg_edge_backlog,avg_cloud_backlog,edge_pred_mae,edge_naive_mae,cloud_pred_mae,cloud_naive_mae,arima_pred_mae,arima_naive_mae,burst_tasks,burst_violation_pct,burst_avg_latency,calm_tasks,calm_violation_pct,calm_avg_latency
threshold,1122,500,79.6,20.4,0.5651512364219211,2.398714796108379,0.5496296663251596,12.6,0.15626037456140351,0.03926119812865497,0.2028074999661501,0.1551170464912281,0.10563567612339445,0.06661433684210526,0.0,0.0,351,17.37891737891738,0.6518942178344009,149,1.342281879194631,0.36081038759118006
reactive,1122,500,67.6,32.4,0.531814358737962,1.6628911666666655,0.3491163958220919,6.2,0.5428521289473683,0.009956299883040937,0.39359060601255663,0.28299690350877194,0.027012952603127565,0.016765528421052632,0.0,0.0,351,8.547008547008547,0.6160002938247897,149,0.6711409395973155,0.33349715594952933
naive_persistence,1122,500,66.8,33.2,0.5256004538887217,1.6475042083333327,0.3520617567816155,6.0,0.5301609640350876,0.010786140350877195,0.3929147335576856,0.2831262631578948,0.028891714564575007,0.018312123040935675,0.0,0.0,351,8.262108262108262,0.6103012108007255,149,0.6711409395973155,0.32607048290809526
arima,1122,500,67.0,33.0,0.5262679597328065,1.6475042083333327,0.351227012126256,6.0,0.5303300692982456,0.010771108771929825,0.3926326364002563,0.2831262631578948,0.029199363992098753,0.01828205988304094,0.2834607719040552,0.2831262631578948,351,8.262108262108262,0.6112520738264873,149,0.6711409395973155,0.32607048290809526
predictive,1122,500,66.4,33.6,0.5255548356041979,1.6475042083333327,0.35239281179008697,6.0,0.5300332035087719,0.01080758807017544,0.39349936446164463,0.28307893157894737,0.028823477796052124,0.018355018479532165,0.0,0.0,351,8.262108262108262,0.6103012108007255,149,0.6711409395973155,0.32591740141640485
edge_only,1337,500,100.0,0.0,0.8964447441666666,2.4497071666666654,0.26309699762500005,24.8,0.7445461699029126,0.0,0.3747407745268925,0.29713808899676375,0.026918217671171425,0.0,0.0,0.0,353,28.611898016997166,1.006547381964117,147,15.646258503401361,0.6320486139455781
cloud_only,1337,500,0.0,100.0,0.8861889700145102,2.5021936862576313,0.97135560235313,18.2,0.0,0.0672965402373247,0.11247969526882345,0.0,0.09236024559294014,0.09398912405609494,0.0,0.0,353,24.929178470254957,1.0784332733530286,147,2.0408163265306123,0.4245410851267758
threshold,1337,500,82.6,17.4,0.563470209767479,2.471202192464767,0.5343683653736094,12.6,0.17145996116504855,0.03286386105717368,0.21614307879742412,0.17379269093851132,0.10089726897933063,0.059142890614886735,0.0,0.0,353,17.28045325779037,0.6677787894835775,147,1.3605442176870748,0.31298770201385445
reactive,1337,500,74.4,25.6,0.5157170367629799,1.4789936666666637,0.3420922038062724,4.4,0.4939145655339806,0.006840513700107875,0.38014757468719135,0.2825961796116505,0.019712344142180295,0.011664644660194174,0.0,0.0,353,5.949008498583569,0.6080061893284358,147,0.6802721088435374,0.2940975071330077
naive_persistence,1337,500,73.6,26.4,0.5129543694895653,1.4789936666666637,0.3424125359639985,4.2,0.48814341262135924,0.007538375188781014,0.3794434064228414,0.2801538203883496,0.021472638335651207,0.01302387011866235,0.0,0.0,353,5.665722379603399,0.6065911488236934,147,0.6802721088435374,0.28809870210897237
arima,1337,500,73.6,26.4,0.5129543694895653,1.4789936666666637,0.3424125359639985,4.2,0.48814341262135924,0.007538375188781014,0.3794434064228414,0.2801538203883496,0.021472638335651207,0.01302387011866235,0.27889514191789916,0.2801538203883496,353,5.665722379603399,0.6065911488236934,147,0.6802721088435374,0.28809870210897237
predictive,1337,500,73.0,27.0,0.5125219012176487,1.4789936666666637,0.34299081393885167,4.2,0.48658597491909383,0.007813308090614887,0.38004260943855656,0.2794937912621359,0.021905083188201835,0.013548875080906148,0.0,0.0,353,5.665722379603399,0.605995607717229,147,0.6802721088435374,0.28805783050777256
