policy,seed,tasks,edge_pct,cloud_pct,avg_latency,p95_latency,avg_energy,violation_pct,avg_edge_backlog,avg_cloud_backlog,edge_pred_mae,edge_naive_mae,cloud_pred_mae,cloud_naive_mae,arima_pred_mae,arima_naive_mae,burst_tasks,burst_violation_pct,burst_avg_latency,calm_tasks,calm_violation_pct,calm_avg_latency
edge_only,42,500,100.0,0.0,1.3641029066666661,3.696842958333329,0.26604310687500005,40.0,1.222917492492492,0.0,0.4024293859840931,0.3196235538663664,0.03102141250008876,0.0,0.0,0.0,393,40.966921119592875,1.4369231849024588,107,36.44859813084112,1.0966415109034264
cloud_only,42,500,0.0,100.0,0.9213292997372696,2.527396174011355,1.0157269250530965,19.6,0.0,0.0789846403903904,0.12962518794679945,0.0,0.10039926092634918,0.09915294394394396,0.0,0.0,393,24.681933842239186,1.0552293072217598,107,0.9345794392523364,0.4295283376680672
threshold,42,500,81.0,19.0,0.5988744891139441,2.5107780239415507,0.5815015717425002,15.2,0.1878097606981982,0.04169855655655656,0.2295237311166848,0.1797418975225225,0.11337630472689929,0.06455841891891893,0.0,0.0,393,19.083969465648856,0.6718575937469085,107,0.9345794392523364,0.33081504873305656
reactive,42,500,71.6,28.4,0.5720697753695425,1.592775109254907,0.3619811634769896,5.4,0.6012709797297296,0.011703227227227227,0.40581723074383874,0.2916052712087087,0.031999331432636634,0.019650697197197198,0.0,0.0,393,6.870229007633588,0.6378941315057831,107,0.0,0.33030368227101387
naive_persistence,42,500,71.0,29.0,0.5702613570635995,1.592775109254907,0.36441091549569316,5.4,0.5985405930930932,0.01190231081081081,0.40813819121864936,0.292854306493994,0.032286066118296056,0.01968679579579579,0.0,0.0,393,6.870229007633588,0.6373164120147349,107,0.0,0.32397503373840136
arima,42,500,70.8,29.2,0.5680667237709839,1.592775109254907,0.36518852907221017,5.4,0.5973601557807808,0.01196771121121121,0.4076953213022114,0.292363803490991,0.03236294492701751,0.0198175965965966,0.2946326828840882,0.292363803490991,393,6.870229007633588,0.63452425769843,107,0.0,0.32397503373840136
predictive,42,500,70.0,30.0,0.5685465118702905,1.5544991874999983,0.36493809932859606,5.4,0.5989103406531531,0.01191043893893894,0.413948623472461,0.29517224943693693,0.03082889049140402,0.019163294294294295,0.0,0.0,393,6.870229007633588,0.6346925744539742,107,0.0,0.32559882406292867
edge_only,101,500,100.0,0.0,3.8246544558333544,7.046145000000017,0.298369577625,86.0,3.823530392800339,0.0,0.4717785314314389,0.3772700109387432,0.03453430142910646,0.0,0.0,0.0,427,87.11943793911007,3.890644858508998,73,79.45205479452055,3.4386557990867805
cloud_only,101,500,0.0,100.0,1.0737984402629421,2.7360321744095852,1.1791431141688227,24.4,0.0,0.09753022911694512,0.14430404525733773,0.0,0.12134988581852293,0.11546445849907186,0.0,0.0,427,28.337236533957846,1.1808110788985011,73,1.36986301369863,0.4478478005727546
threshold,101,500,77.0,23.0,0.723828265029224,2.6410314834576063,0.6805862591184284,16.8,0.25437672633253783,0.05177379315831344,0.2706337928360394,0.2008946857597454,0.13005228603803443,0.08295422036595068,0.0,0.0,427,19.437939110070257,0.7885790076058958,73,1.36986301369863,0.34508077077937543
reactive,101,500,63.8,36.2,0.7886985410363259,2.140036270833333,0.46634707244812046,11.6,0.8923181593078756,0.017953703792097587,0.48092833957407466,0.33576153440731904,0.04256645448305791,0.029306740387165207,0.0,0.0,427,13.583138173302109,0.8676212282954251,73,0.0,0.327054877205705
naive_persistence,101,500,63.4,36.6,0.77277474634991,2.124589504507965,0.465942322468425,11.0,0.863082672036595,0.018850570936091222,0.48348064978039623,0.33635440632458236,0.044304792151965915,0.030453105277114822,0.0,0.0,427,12.880562060889929,0.8503637903665675,73,0.0,0.3189319820332962
arima,101,500,63.2,36.8,0.7761904376927008,2.1306281689846793,0.467030104532313,11.2,0.8719842760540969,0.018679590294351633,0.48457776299482763,0.3377074015513127,0.043801565695016184,0.030092306549986743,0.3398391611998328,0.3377074015513127,427,13.114754098360656,0.8544024384425577,73,0.0,0.3187038031695655
predictive,101,500,63.4,36.6,0.7684899407498531,2.0788834181031564,0.4662478331050761,10.8,0.8511716706443911,0.01918822699549191,0.48324999845554445,0.3364532189737471,0.04526115405173406,0.031102217448952533,0.0,0.0,427,12.646370023419204,0.8453854630996447,73,0.0,0.3187038031695655
edge_only,123,500,100.0,0.0,1.4925098266666665,3.8661373750000005,0.260456280875,48.4,1.4000804047619049,0.0,0.43514156281241445,0.34082528869047624,0.03473973437326928,0.0,0.0,0.0,388,54.123711340206185,1.6349115528350517,112,28.571428571428573,0.9991895610119046
cloud_only,123,500,0.0,100.0,0.9315766681118888,2.5616471053354797,1.0220122793089021,23.6,0.0,0.08225852460317461,0.14516246148830375,0.0,0.11039965408446978,0.10495270952380951,0.0,0.0,388,30.412371134020617,1.076452273171707,112,0.0,0.4296861791546614
threshold,123,500,79.6,20.4,0.627827041120762,2.5241482422357295,0.582032563014845,14.4,0.2161226150793651,0.04329934259259259,0.24275476523774397,0.17617314880952384,0.11842224107758992,0.06914765767195767,0.0,0.0,388,18.556701030927837,0.7098843668156948,112,0.0,0.3435570199633163
reactive,123,500,65.6,34.4,0.610294358142784,1.8739850416666657,0.3819841021033853,8.6,0.6900788988095239,0.012360028306878306,0.4695141693203389,0.3238912420634921,0.03240915936597649,0.021234574074074076,0.0,0.0,388,11.082474226804123,0.6924295302083069,112,0.0,0.325754654915794
naive_persistence,123,500,65.0,35.0,0.6042914313728965,1.8412862916666664,0.3839785478083836,8.2,0.6775777500000001,0.013379905026455027,0.46639377957493644,0.3233188035714286,0.03505594496176336,0.02324985502645503,0.0,0.0,388,10.56701030927835,0.6848706087559239,112,0.0,0.32514213829598065
arima,123,500,65.2,34.8,0.6066021522057998,1.8607839999999987,0.38199011223526336,8.4,0.6849448184523809,0.01300056216931217,0.4686716286066524,0.3231336706349206,0.03446253964319287,0.022532024867724865,0.32447030374390856,0.3231336706349206,388,10.824742268041238,0.6887534165136893,112,0.0,0.3220067008534685
predictive,123,500,64.0,36.0,0.6011865374529468,1.8412862916666664,0.3856814034964597,8.0,0.672026810515873,0.01384173439153439,0.4660925506684705,0.32093055952380956,0.03592327152352103,0.024151513756613757,0.0,0.0,388,10.309278350515465,0.6821612290877737,112,0.0,0.32066707000372485
